level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team,MatchName,GameWeek
1246,1247,723.0,62.0,16.0,24,58.275000000000006,39.508,70.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '75.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.21'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,136345.0,78.855,37.944,,,,,,,,,,,69.33333333333334,,,,6.0,4.0,9.0,4.0,0.01689528,0.03511326,0.01821798,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,20.60771998559951,0.0,-4.345902909485393,Y. Tielemans,67.0,Aston Villa,Aston Villa vs Everton,4
1247,1248,724.0,62.0,17.0,24,79.485,38.964,70.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.18'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '61.4'}, {'type': {'value': 4, 'displayName': 'Throughball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 129, 205, 36, 37, 217, 218]",True,318449.0,94.815,41.752,,,,,,,,,,,69.35,,,,9.0,4.0,10.0,4.0,0.03511326,0.10805102,0.07293775999999999,Aston Villa,Everton,7.0,John McGinn,AMR,True,13.193873140260257,0.0,10.307477642409793,J. McGinn,67.0,Aston Villa,Aston Villa vs Everton,4
1248,1249,725.0,62.0,19.0,24,95.76,41.82,70.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.09'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '100.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 120, 29, 36, 38, 217, 218]",True,362824.0,105.0,15.164000000000001,,,,,,,,,,,69.38333333333334,,,,,,,,,,,Aston Villa,Everton,27.0,Morgan Rogers,AMC,True,-6.731042337950953,0.0,-70.88170642274456,M. Rogers,67.0,Aston Villa,Aston Villa vs Everton,4
1249,1250,388.0,63.0,1.0,31,0.0,0.0,71.0,SecondHalf,SubstitutionOff,Successful,"[{'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '389'}, {'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '11'}, {'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Forward'}]",[214],False,317896.0,,,,,,,,389.0,424495.0,,,,70.08333333333334,,,,,,,,,,,Everton,Aston Villa,11.0,Jack Harrison,AMR,True,0.0,0.0,,J. Harrison,67.0,Aston Villa,Aston Villa vs Everton,4
1250,1251,389.0,63.0,1.0,31,0.0,0.0,71.0,SecondHalf,SubstitutionOn,Successful,"[{'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Defender'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '388'}, {'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '15'}, {'type': {'value': 145, 'displayName': 'FormationSlot'}, 'value': '7'}]",[213],False,424495.0,,,,,,,,388.0,317896.0,,,,70.08333333333334,,,,,,,,,,,Everton,Aston Villa,15.0,Jake O'Brien,Sub,,0.0,0.0,,J. O'Brien,67.0,Aston Villa,Aston Villa vs Everton,4
1251,1252,390.0,63.0,13.0,31,0.0,0.0,71.0,SecondHalf,SubstitutionOff,Successful,"[{'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '27'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '391'}, {'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Midfielder'}]",[214],False,80464.0,,,,,,,,391.0,344073.0,,,,70.28333333333333,,,,,,,,,,,Everton,Aston Villa,27.0,Idrissa Gueye,DMC,True,0.0,0.0,,I. Gueye,67.0,Aston Villa,Aston Villa vs Everton,4
1252,1253,391.0,63.0,13.0,31,0.0,0.0,71.0,SecondHalf,SubstitutionOn,Successful,"[{'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '390'}, {'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '8'}, {'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': 'Midfielder'}, {'type': {'value': 145, 'displayName': 'FormationSlot'}, 'value': '8'}]",[213],False,344073.0,,,,,,,,390.0,80464.0,,,,70.28333333333333,,,,,,,,,,,Everton,Aston Villa,8.0,Orel Mangala,Sub,,0.0,0.0,,O. Mangala,67.0,Aston Villa,Aston Villa vs Everton,4
1253,1254,602.0,63.0,16.0,31,0.0,0.0,71.0,SecondHalf,FormationChange,Successful,"[{'type': {'value': 194, 'displayName': 'CaptainPlayerId'}, 'value': '131464'}, {'type': {'value': 30, 'displayName': 'InvolvedPlayers'}, 'value': '110189,367781,8166,107941,131464,424495,357427,344073,141469,416208,366116,362852,116317,535879,535878,380546,403646'}, {'type': {'value': 44, 'displayName': 'PlayerPosition'}, 'value': '1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5'}, {'type': {'value': 131, 'displayName': 'TeamPlayerFormation'}, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}, {'type': {'value': 130, 'displayName': 'TeamFormation'}, 'value': '11'}, {'type': {'value': 59, 'displayName': 'JerseyNumber'}, 'value': '1, 37, 18, 5, 6, 15, 7, 8, 9, 42, 10, 12, 16, 45, 75, 14, 29'}]",[],False,,,,,,,,,,,,,,70.33333333333334,,,,,,,,,,,Everton,Aston Villa,,nan,,,0.0,0.0,,nan,67.0,Aston Villa,Aston Villa vs Everton,4
1254,1255,392.0,63.0,45.0,31,5.04,29.104,71.0,SecondHalf,Pass,Successful,"[{'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.91'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '58.3'}, {'type': {'value': 74, 'displayName': 'MissHigh'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.7'}]","[91, 119, 117, 127, 36, 38, 216, 218]",True,110189.0,59.325,7.956,,,,,,,,,,,70.81666666666666,,,,0.0,3.0,6.0,0.0,0.00941056,0.01473596,0.005325399999999999,Everton,Aston Villa,1.0,Jordan Pickford,GK,True,47.501359707308886,0.0,-21.2845723665809,J. Pickford,68.0,Everton,Aston Villa vs Everton,4
1255,1256,393.0,63.0,49.0,31,59.325,7.956,71.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.00'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.5'}]","[91, 119, 117, 30, 139, 36, 216, 218]",True,141469.0,65.83500000000001,7.956,,,,,,,,,,,70.88333333333334,,,,6.0,0.0,7.0,0.0,0.01473596,0.0174506,0.002714640000000001,Everton,Aston Villa,9.0,Dominic Calvert-Lewin,FW,True,5.544576761417872,0.0,0.0,D. Calvert-Lewin,68.0,Everton,Aston Villa vs Everton,4
1256,1257,394.0,63.0,49.0,31,65.83500000000001,7.956,71.0,SecondHalf,BallTouch,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]",[91],True,357427.0,,,,,,,,,,,,,70.88333333333334,,,,,,,,,,,Everton,Aston Villa,7.0,Dwight McNeil,AMC,True,0.0,0.0,,D. McNeil,68.0,Everton,Aston Villa vs Everton,4
1257,1258,729.0,63.0,50.0,24,36.015,48.144,71.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '78.6'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '48.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.11'}]","[91, 120, 128, 36, 37, 217, 218]",True,136345.0,84.315,53.448,,,,,,,,,,,70.9,,,,,,,,,,,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,42.02825324584062,0.0,6.2667496818665285,Y. Tielemans,69.0,Aston Villa,Aston Villa vs Everton,4
1258,1259,396.0,63.0,58.0,31,18.585,5.984000000000001,71.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.10'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '0.0'}]","[91, 120, 124, 128, 36, 38, 216, 218]",True,424495.0,57.435,0.0,,,,,,,,,,,71.03333333333333,,,,,,,,,,,Everton,Aston Villa,15.0,Jake O'Brien,Sub,,32.375653383759165,0.0,-8.75635767482242,J. O'Brien,69.0,Aston Villa,Aston Villa vs Everton,4
1259,1260,731.0,64.0,9.0,24,38.745,68.0,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.5'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.1'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.54'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.3'}]","[91, 212, 35, 38, 215]",True,344259.0,34.964999999999996,47.668,,,,,,,,,,,71.21666666666667,,,,4.0,7.0,3.0,5.0,0.01126267,0.01110462,-0.00015804999999999986,Aston Villa,Everton,14.0,Pau Torres,DC,True,3.1133675960828384,0.0,-100.5318358095344,P. Torres,69.0,Aston Villa,Aston Villa vs Everton,4
1260,1261,731.5,64.0,13.0,24,34.964999999999996,47.668,72.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,301440.0,45.57,35.224000000000004,,,,,,732.0,,,,,71.28333333333333,,,,4.0,5.0,5.0,4.0,0.01269174,0.01484598,0.00215424,Aston Villa,Everton,4.0,Ezri Konsa,DC,True,0.0,11.913654045113674,-49.56176857096075,E. Konsa,69.0,Aston Villa,Aston Villa vs Everton,4
1261,1262,732.0,64.0,17.0,24,45.57,35.224000000000004,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.29'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 37, 216, 218]",True,301440.0,49.56,49.164,,,,,,,,,,,71.35,,,,5.0,4.0,5.0,5.0,0.01484598,0.01429128,-0.0005547,Aston Villa,Everton,4.0,Ezri Konsa,DC,True,1.966168940215283,0.0,74.0274651377148,E. Konsa,69.0,Aston Villa,Aston Villa vs Everton,4
1262,1263,732.5,64.0,19.0,24,49.56,49.164,72.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,344259.0,57.225,50.11600000000001,,,,,,733.0,,,,,71.38333333333333,,,,5.0,5.0,6.0,5.0,0.01429128,0.01685596,0.0025646799999999997,Aston Villa,Everton,14.0,Pau Torres,DC,True,0.0,7.0564374300030295,7.079931999327274,P. Torres,69.0,Aston Villa,Aston Villa vs Everton,4
1263,1264,733.0,64.0,21.0,24,57.225,50.11600000000001,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.20'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,344259.0,60.165,44.608,,,,,,,,,,,71.41666666666666,,,,6.0,5.0,6.0,5.0,0.01685596,0.01685596,0.0,Aston Villa,Everton,14.0,Pau Torres,DC,True,4.347153544672416,0.0,-61.90807978749952,P. Torres,69.0,Aston Villa,Aston Villa vs Everton,4
1264,1265,734.0,64.0,22.0,24,60.165,44.608,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.36'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,136345.0,61.32,49.980000000000004,,,,,,,,,,,71.43333333333334,,,,6.0,5.0,7.0,5.0,0.01685596,0.01935132,0.002495360000000002,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,-0.43847576056263904,0.0,77.8659159415861,Y. Tielemans,69.0,Aston Villa,Aston Villa vs Everton,4
1265,1266,735.0,64.0,24.0,24,61.11000000000001,49.980000000000004,72.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '78.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.25'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 120, 29, 124, 36, 37, 217, 218]",True,344259.0,82.215,55.284,,,,,,,,,,,71.46666666666667,,,,,,,,,,,Aston Villa,Everton,14.0,Pau Torres,DC,True,15.52903258244665,0.0,14.107125598475882,P. Torres,69.0,Aston Villa,Aston Villa vs Everton,4
1266,1267,398.0,64.0,25.0,31,20.475,9.452000000000002,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.17'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.4'}]","[91, 117, 30, 139, 36, 38, 215, 218]",True,367781.0,27.72,8.636000000000001,,,,,,,,,,,71.48333333333335,,,,2.0,1.0,3.0,1.0,0.00942382,0.0105949,0.0011710800000000014,Everton,Aston Villa,37.0,James Garner,Sub,,6.681583919757813,0.0,-6.426108013768556,J. Garner,69.0,Aston Villa,Aston Villa vs Everton,4
1267,1268,399.0,64.0,27.0,31,27.72,8.636000000000001,72.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.45'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 118, 120, 128, 36, 37, 216, 218]",True,357427.0,43.785000000000004,16.32,,,,,,,,,,,71.51666666666668,,,,,,,,,,,Everton,Aston Villa,7.0,Dwight McNeil,AMC,True,17.618894036708028,0.0,25.56211051871736,D. McNeil,69.0,Aston Villa,Aston Villa vs Everton,4
1268,1269,736.0,64.0,29.0,24,60.06,47.736000000000004,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.50'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.3'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,344259.0,65.415,42.432,,,,,,,,,,,71.55000000000001,,,,6.0,5.0,7.0,5.0,0.01685596,0.01935132,0.002495360000000002,Aston Villa,Everton,14.0,Pau Torres,DC,True,6.51926563099159,0.0,-44.72585960626677,P. Torres,69.0,Aston Villa,Aston Villa vs Everton,4
1269,1270,736.5,64.0,31.0,24,65.415,42.432,72.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,92547.0,72.97500000000001,36.856,,,,,,737.0,,,,,71.58333333333334,,,,7.0,4.0,8.0,4.0,0.0199707,0.02385149,0.0038807899999999985,Aston Villa,Everton,6.0,Ross Barkley,Sub,,0.0,8.320990656492455,-36.41122891607895,R. Barkley,69.0,Aston Villa,Aston Villa vs Everton,4
1270,1271,737.0,64.0,33.0,24,72.97500000000001,36.856,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.48'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 127, 35, 38, 216, 218]",True,92547.0,65.10000000000001,4.216,,,,,,,,,,,71.61666666666667,,,,8.0,4.0,7.0,0.0,0.02385149,0.0174506,-0.006400889999999999,Aston Villa,Everton,6.0,Ross Barkley,Sub,,-17.638430470578335,0.0,-103.5644284483382,R. Barkley,69.0,Aston Villa,Aston Villa vs Everton,4
1271,1272,737.5,64.0,36.5,24,65.10000000000001,4.216,72.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,408946.0,67.72500000000001,5.984000000000001,,,,,,738.0,,,,,71.67500000000001,,,,7.0,0.0,7.0,0.0,0.0174506,0.0174506,0.0,Aston Villa,Everton,26.0,Lamare Bogarde,DR,True,0.0,3.1609032739827327,33.961204937082925,L. Bogarde,69.0,Aston Villa,Aston Villa vs Everton,4
1272,1273,738.0,64.0,40.0,24,67.72500000000001,5.984000000000001,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.63'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.5'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,408946.0,66.675,22.576000000000004,,,,,,,,,,,71.73333333333335,,,,7.0,0.0,7.0,2.0,0.0174506,0.01935132,0.0019007200000000016,Aston Villa,Everton,26.0,Lamare Bogarde,DR,True,6.638207908318293,0.0,93.62104933180856,L. Bogarde,69.0,Aston Villa,Aston Villa vs Everton,4
1273,1274,738.5,64.0,42.5,24,66.675,22.576000000000004,72.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,92547.0,68.985,26.180000000000003,,,,,,739.0,,,,,71.775,,,,7.0,2.0,7.0,3.0,0.01935132,0.0199707,0.0006193799999999992,Aston Villa,Everton,6.0,Ross Barkley,Sub,,0.0,3.13720889420577,57.34197653934018,R. Barkley,69.0,Aston Villa,Aston Villa vs Everton,4
1274,1275,739.0,64.0,45.0,24,68.985,26.180000000000003,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '64.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.54'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.3'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,92547.0,69.615,43.86000000000001,,,,,,,,,,,71.81666666666666,,,,7.0,3.0,7.0,5.0,0.0199707,0.01935132,-0.0006193799999999992,Aston Villa,Everton,6.0,Ross Barkley,Sub,,0.12114595456282728,0.0,87.95921521473727,R. Barkley,69.0,Aston Villa,Aston Villa vs Everton,4
1275,1276,740.0,64.0,47.0,24,68.775,41.412,72.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.93'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,136345.0,74.235,39.372,,,,,,,,,,,71.85,,,,7.0,4.0,8.0,4.0,0.0199707,0.02385149,0.0038807899999999985,Aston Villa,Everton,8.0,Youri Tielemans,DMC,True,5.745018740604014,0.0,-20.48701419333072,Y. Tielemans,69.0,Aston Villa,Aston Villa vs Everton,4
1276,1277,741.0,64.0,50.0,24,79.905,33.11600000000001,72.0,SecondHalf,TakeOn,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '401'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 53]",True,369813.0,,,,,,,,,,,,,71.9,,,,,,,,,,,Aston Villa,Everton,41.0,Jacob Ramsey,AML,True,0.0,0.0,,J. Ramsey,69.0,Aston Villa,Aston Villa vs Everton,4
1277,1278,401.0,64.0,51.0,31,25.095,34.884,72.0,SecondHalf,Tackle,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '741'}]","[91, 142]",True,416208.0,,,,,,,,,,,,,71.91666666666666,,,,,,,,,,,Everton,Aston Villa,42.0,Tim Iroegbunam,DMC,True,0.0,0.0,,T. Iroegbunam,70.0,Everton,Aston Villa vs Everton,4
1278,1279,742.0,64.0,53.0,24,84.525,37.128,72.0,SecondHalf,SavedShot,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 147, 'displayName': 'BlockedY'}, 'value': '53.4'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '50.2'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '402'}, {'type': {'value': 146, 'displayName': 'BlockedX'}, 'value': '82.7'}, {'type': {'value': 215, 'displayName': 'IndividualPlay'}}, {'type': {'value': 82, 'displayName': 'Blocked'}}, {'type': {'value': 78, 'displayName': 'LowCentre'}}, {'type': {'value': 18, 'displayName': 'OutOfBoxCentre'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '19'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 10, 2, 3, 11, 12]",True,362824.0,,,82.7,53.4,19.0,34.136,True,,,,,,71.95000000000002,,,,,,,,,,,Aston Villa,Everton,27.0,Morgan Rogers,AMC,True,0.0,0.0,,M. Rogers,70.0,Everton,Aston Villa vs Everton,4
1279,1280,402.0,64.0,53.0,31,19.11,31.552,72.0,SecondHalf,Save,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 94, 'displayName': 'OutfielderBlock'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '742'}]","[91, 58]",True,131464.0,,,,,,,,,,,,,71.95000000000002,,,,,,,,,,,Everton,Aston Villa,6.0,James Tarkowski,DC,True,0.0,0.0,,J. Tarkowski,70.0,Everton,Aston Villa vs Everton,4
